year,week_num,user_count,cumulative_users
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,8,1,329
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,9,1,372
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,10,1,404
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,11,1,435
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,12,1,468
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,13,1,507
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,14,1,542
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,15,1,585
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,16,1,631
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,17,1,680
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,18,1,724
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,19,1,781
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,20,1,820
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,21,1,869
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,22,1,923
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,23,1,973
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,24,1,1018
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,25,1,1075
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,26,1,1131
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,27,1,1183
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,28,1,1255
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,29,1,1322
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,30,1,1389
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,31,1,1456
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
2013,32,1,1527
